card_id,purchase_date,city_id,category_1,category_2,category_3,month_lag,purchase_amount
C_ID_18c53fe97a,3/4/2018 12:10,-1,Y,,B,1,-0.72436803
C_ID_18c53fe97a,4/28/2018 19:14,107,N,4,B,2,-0.65689899
C_ID_18c53fe97a,3/14/2018 14:57,-1,Y,,C,1,-0.45530331
C_ID_18c53fe97a,4/30/2018 17:19,212,N,4,B,2,0.22981547
C_ID_18c53fe97a,4/30/2018 16:23,212,N,4,B,2,-0.70272985
C_ID_18c53fe97a,3/29/2018 13:52,17,N,4,B,1,-0.70764352
C_ID_18c53fe97a,3/29/2018 17:19,17,N,4,B,1,-0.694315
C_ID_18c53fe97a,3/2/2018 15:32,-1,Y,,C,1,-0.63572663
C_ID_18c53fe97a,4/10/2018 13:32,17,N,4,C,2,-0.46630271
C_ID_18c53fe97a,3/10/2018 17:54,17,N,4,C,1,-0.50648361
C_ID_18c53fe97a,4/21/2018 10:55,212,N,4,B,2,-0.70182826
C_ID_e30251715d,3/20/2018 16:13,260,N,5,A,1,-0.72587068
C_ID_e30251715d,3/1/2018 5:26,143,N,5,A,1,-0.57410291
C_ID_e30251715d,3/14/2018 16:08,158,N,1,A,1,-0.60435128
C_ID_e30251715d,3/8/2018 10:36,333,N,1,A,1,-0.72587068
C_ID_e30251715d,3/15/2018 7:03,158,N,1,A,1,-0.67012232
C_ID_e30251715d,3/9/2018 6:18,143,N,5,A,1,-0.68394671
C_ID_e30251715d,3/9/2018 12:16,143,N,5,A,1,-0.70182826
C_ID_e30251715d,3/14/2018 13:02,158,N,1,A,1,-0.63034714
C_ID_e30251715d,4/23/2018 9:39,69,N,1,A,2,-0.46531096
C_ID_e30251715d,4/3/2018 16:03,143,N,5,A,2,-0.67177524
C_ID_e30251715d,4/23/2018 19:00,150,N,5,A,2,-0.68680175
C_ID_e30251715d,4/30/2018 16:20,150,N,5,A,2,-0.49476293
C_ID_af99e70f6a,3/12/2018 11:45,107,N,4,B,1,-0.54855784
C_ID_af99e70f6a,3/12/2018 14:48,107,N,4,B,1,-0.66726728
C_ID_af99e70f6a,3/10/2018 12:59,107,N,4,C,1,-0.6266957
C_ID_bb43f4f97a,3/25/2018 10:17,19,N,1,A,1,-0.72740338
C_ID_bb43f4f97a,3/25/2018 7:32,19,N,1,A,1,-0.73443579
C_ID_bb43f4f97a,3/10/2018 9:23,291,N,1,A,1,-0.71384947
C_ID_bb43f4f97a,4/9/2018 18:10,69,N,1,A,2,-0.73714056
C_ID_bb43f4f97a,4/30/2018 22:15,291,N,1,A,2,-0.68151242
C_ID_bb43f4f97a,4/30/2018 14:26,69,N,1,A,2,-0.59664268
C_ID_bb43f4f97a,3/19/2018 9:58,231,N,1,A,1,-0.69070864
C_ID_bb43f4f97a,3/8/2018 18:26,291,N,1,A,1,-0.6940295
C_ID_bb43f4f97a,4/28/2018 20:27,291,N,1,A,2,-0.73037863
C_ID_44ffea4679,3/30/2018 8:33,-1,N,,B,1,-0.64923547
C_ID_44ffea4679,4/3/2018 21:25,126,N,4,B,2,-0.65126405
C_ID_44ffea4679,3/2/2018 13:40,-1,N,,B,1,-0.64472752
C_ID_44ffea4679,3/27/2018 12:32,291,N,1,C,1,-0.29611244
C_ID_1c8decd066,3/20/2018 12:37,110,N,1,A,1,-0.70934152
C_ID_1c8decd066,3/7/2018 14:15,110,N,1,A,1,-0.69882296
C_ID_1c8decd066,3/20/2018 16:14,110,N,1,A,1,-0.68729762
C_ID_c239d2062e,3/10/2018 17:34,87,N,3,A,1,-0.65704925
C_ID_c239d2062e,4/11/2018 14:59,87,N,3,A,2,-0.58624433
C_ID_c239d2062e,3/29/2018 6:47,87,N,3,A,1,0.02450824
C_ID_c239d2062e,4/11/2018 16:24,87,N,3,A,2,0.61299152
C_ID_c239d2062e,3/16/2018 10:39,87,N,3,A,1,-0.5899108
C_ID_c239d2062e,4/6/2018 15:13,87,N,3,A,2,-0.67261672
C_ID_c239d2062e,4/18/2018 20:30,322,N,3,A,2,-0.68980705
C_ID_c239d2062e,3/9/2018 13:34,87,N,3,A,1,-0.59799506
C_ID_c239d2062e,3/9/2018 16:31,87,N,3,A,1,-0.73263261
C_ID_c239d2062e,4/24/2018 13:28,87,N,3,A,2,-0.59664268
C_ID_c239d2062e,4/13/2018 10:42,87,N,3,A,2,-0.67177524
C_ID_c239d2062e,3/17/2018 12:59,69,N,1,A,1,0.45521315
C_ID_c239d2062e,4/4/2018 14:12,87,N,3,A,2,0.69692962
C_ID_c239d2062e,3/29/2018 11:10,87,N,3,A,1,-0.63420896
C_ID_c239d2062e,3/10/2018 11:34,87,N,3,A,1,-0.19137765
C_ID_c239d2062e,3/31/2018 10:48,322,N,3,A,1,0.53034571
C_ID_cb2269c52d,3/18/2018 20:49,69,N,1,B,1,-0.67177524
C_ID_cb2269c52d,4/7/2018 16:38,19,N,1,B,2,-0.48164478
C_ID_cb2269c52d,4/12/2018 9:06,213,N,1,B,2,-0.71485625
C_ID_cb2269c52d,4/12/2018 19:25,213,N,1,B,2,-0.65076817
C_ID_cb2269c52d,4/19/2018 10:11,213,N,1,B,2,-0.72436803
C_ID_cb2269c52d,4/26/2018 14:36,213,N,1,,2,-0.41632454
C_ID_cb2269c52d,3/16/2018 17:12,213,N,1,B,1,-0.70934152
C_ID_cb2269c52d,4/7/2018 19:55,19,N,1,B,2,-0.49357583
C_ID_cb2269c52d,4/17/2018 18:27,69,N,1,C,2,-0.43150131
C_ID_cb2269c52d,3/20/2018 13:03,69,N,1,B,1,-0.64678615
C_ID_cb2269c52d,3/11/2018 18:57,213,N,1,B,1,-0.70205366
C_ID_cb2269c52d,4/28/2018 12:39,213,N,1,B,2,-0.65674872
C_ID_cb2269c52d,3/15/2018 12:22,-1,Y,,B,1,-0.57529
C_ID_cb2269c52d,3/9/2018 14:26,213,N,1,,1,-0.4105243
C_ID_cb2269c52d,3/29/2018 17:12,213,N,1,C,1,-0.59670278
C_ID_cb2269c52d,3/23/2018 17:23,213,N,1,C,1,0.29576683
C_ID_cb2269c52d,3/10/2018 15:22,213,N,1,C,1,-0.30428686
C_ID_cb2269c52d,3/24/2018 14:47,213,N,1,B,1,-0.60363001
C_ID_cb2269c52d,3/20/2018 13:03,69,N,1,B,1,-0.62684597
C_ID_cb2269c52d,3/16/2018 21:14,213,N,1,B,1,-0.48514596
C_ID_cb2269c52d,4/7/2018 10:31,19,N,1,B,2,-0.14584732
C_ID_cb2269c52d,4/7/2018 13:30,19,N,1,B,2,-0.6236904
C_ID_cb2269c52d,3/24/2018 11:31,213,N,1,C,1,0.53034571
C_ID_cb2269c52d,4/6/2018 21:46,213,N,1,B,2,-0.51617571
C_ID_cb2269c52d,3/24/2018 20:00,213,N,1,B,1,-0.70182826
C_ID_cb2269c52d,4/13/2018 22:45,-1,Y,,C,2,-0.00880554
C_ID_0cb8b21999,3/20/2018 12:33,87,N,3,B,1,-0.71685477
C_ID_0cb8b21999,3/17/2018 20:29,87,N,3,B,1,-0.64172221
C_ID_0cb8b21999,3/14/2018 8:52,158,N,1,C,1,-0.35772114
C_ID_0cb8b21999,3/21/2018 13:03,87,N,3,B,1,-0.67297736
C_ID_0cb8b21999,3/20/2018 12:41,87,N,3,B,1,-0.59664268
C_ID_0cb8b21999,3/15/2018 20:45,87,N,3,B,1,-0.65178998
C_ID_0cb8b21999,3/20/2018 10:40,87,N,3,C,1,-0.35651902
C_ID_0cb8b21999,3/13/2018 17:11,302,N,1,C,1,-0.50648361
C_ID_0cb8b21999,3/20/2018 11:50,87,N,3,B,1,-0.67177524
C_ID_e6928d4b95,4/15/2018 19:42,69,N,1,B,2,-0.70032561
C_ID_e6928d4b95,4/30/2018 15:37,233,N,1,B,2,-0.73338393
C_ID_e6928d4b95,4/30/2018 14:21,233,N,1,B,2,-0.71685477
C_ID_e6928d4b95,4/30/2018 11:07,233,N,1,B,2,-0.67177524
C_ID_e6928d4b95,3/12/2018 10:43,69,N,1,B,1,-0.14584732
C_ID_e6928d4b95,4/29/2018 9:24,233,N,1,B,2,-0.73488659
C_ID_e6928d4b95,3/26/2018 14:58,69,N,1,B,1,-0.6266957
C_ID_e6928d4b95,4/21/2018 13:45,69,N,1,B,2,-0.63721426
C_ID_e6928d4b95,3/9/2018 3:58,69,N,1,B,1,-0.67177524
C_ID_e6928d4b95,4/9/2018 7:17,69,N,1,B,2,-0.71754599
C_ID_4d164e5926,4/7/2018 12:02,69,N,1,A,2,-0.71210639
C_ID_4d164e5926,4/9/2018 9:45,138,N,1,A,2,-0.60579382
C_ID_4d164e5926,4/7/2018 12:11,69,N,1,A,2,-0.72426284
C_ID_4d164e5926,4/8/2018 12:58,69,N,1,A,2,-0.72737333
C_ID_b25d492593,4/21/2018 18:58,308,N,1,B,2,-0.68695201
C_ID_b25d492593,4/13/2018 12:01,308,N,1,,2,-0.68680175
C_ID_b25d492593,4/21/2018 7:29,308,N,1,,2,-0.53653663
C_ID_b25d492593,4/13/2018 11:54,212,N,4,B,2,-0.71685477
C_ID_f0653560a1,3/24/2018 11:10,69,N,1,A,1,-0.73563791
C_ID_f0653560a1,4/11/2018 10:43,69,N,1,A,2,-0.5042146
C_ID_f0653560a1,4/14/2018 8:59,69,N,1,A,2,-0.70182826
C_ID_f0653560a1,3/10/2018 14:16,69,N,1,A,1,-0.73668977
C_ID_f0653560a1,3/11/2018 11:39,69,N,1,A,1,-0.71685477
C_ID_f0653560a1,4/10/2018 6:47,19,N,1,A,2,-0.63120365
C_ID_f0653560a1,4/11/2018 13:30,69,N,1,A,2,-0.69282738
C_ID_f0653560a1,3/30/2018 4:06,291,N,1,A,1,-0.70182826
C_ID_f0653560a1,4/16/2018 15:46,69,N,1,A,2,-0.72436803
C_ID_f0653560a1,4/13/2018 9:44,69,N,1,A,2,-0.65919805
C_ID_f0653560a1,3/21/2018 8:55,69,N,1,A,1,-0.60896442
C_ID_f0653560a1,3/24/2018 14:23,69,N,1,A,1,-0.71685477
C_ID_f0653560a1,3/22/2018 21:39,69,N,1,A,1,-0.7333088
C_ID_f0653560a1,4/10/2018 14:05,69,N,1,A,2,-0.58495205
C_ID_f0653560a1,3/11/2018 11:02,69,N,1,A,1,-0.66737247
C_ID_f0653560a1,3/31/2018 17:38,19,N,1,A,1,-0.70022042
C_ID_f0653560a1,3/12/2018 13:17,69,N,1,A,1,-0.71835742
C_ID_f0653560a1,3/14/2018 9:52,272,N,1,A,1,-0.73488659
C_ID_2bba08c2c4,4/20/2018 8:34,107,N,4,,2,-0.61180443
C_ID_2bba08c2c4,3/16/2018 8:23,-1,Y,,B,1,-0.70648648
C_ID_2bba08c2c4,4/28/2018 23:55,17,N,4,B,2,-0.46425911
C_ID_2bba08c2c4,3/19/2018 15:56,107,N,4,B,1,-0.66275933
C_ID_2bba08c2c4,3/9/2018 18:09,107,N,4,C,1,-0.44637756
C_ID_2bba08c2c4,4/26/2018 16:18,107,N,4,C,2,-0.27808063
C_ID_2bba08c2c4,3/25/2018 19:20,17,N,4,B,1,-0.52151012
C_ID_2bba08c2c4,3/19/2018 14:25,107,N,4,B,1,-0.52151012
C_ID_7b3946e93c,4/14/2018 11:06,333,N,1,B,2,-0.73488659
C_ID_7b3946e93c,4/4/2018 19:38,333,N,1,B,2,-0.67177524
C_ID_7b3946e93c,3/3/2018 16:22,19,N,1,B,1,-0.71685477
C_ID_7b3946e93c,4/23/2018 22:57,213,N,1,B,2,-0.71084417
C_ID_7b3946e93c,3/24/2018 17:27,333,N,1,B,1,-0.67177524
C_ID_7b3946e93c,4/1/2018 17:46,19,N,1,B,2,-0.67478054
C_ID_7b3946e93c,4/14/2018 22:16,333,N,1,B,2,-0.68247411
C_ID_7b3946e93c,4/1/2018 13:41,333,N,1,B,2,-0.67177524
C_ID_7b3946e93c,3/5/2018 11:35,325,N,1,B,1,-0.68229379
C_ID_7b3946e93c,3/24/2018 17:34,333,N,1,B,1,-0.6266957
C_ID_7b3946e93c,3/29/2018 21:14,-1,N,,B,1,-0.67508107
C_ID_7b3946e93c,4/21/2018 22:44,333,N,1,B,2,-0.70627611
C_ID_7b3946e93c,4/22/2018 19:53,-1,N,,B,2,-0.65073812
C_ID_7b3946e93c,4/14/2018 21:56,333,N,1,B,2,-0.694315
C_ID_6b8caeecbc,4/14/2018 21:32,283,N,1,B,2,-0.47132157
C_ID_6b8caeecbc,4/7/2018 12:38,28,N,1,B,2,-0.46406376
C_ID_6b8caeecbc,4/7/2018 18:26,314,N,1,B,2,-0.67177524
C_ID_6b8caeecbc,3/23/2018 2:37,250,N,1,B,1,-0.73338393
C_ID_6b8caeecbc,4/14/2018 11:21,-1,Y,,B,2,-0.74089719
C_ID_6b8caeecbc,3/30/2018 11:08,19,N,1,B,1,-0.66771808
C_ID_6b8caeecbc,4/18/2018 21:05,213,N,1,B,2,-0.71084417
C_ID_6b8caeecbc,4/15/2018 13:23,283,N,1,B,2,-0.68815413
C_ID_6b8caeecbc,3/1/2018 23:02,69,N,1,B,1,-0.18112957
C_ID_6b8caeecbc,3/14/2018 13:49,231,N,1,B,1,-0.70934152
C_ID_6b8caeecbc,4/13/2018 13:10,231,N,1,B,2,-0.58164622
C_ID_6b8caeecbc,3/4/2018 15:17,274,N,1,B,1,-0.56358435
C_ID_6b8caeecbc,4/27/2018 12:48,231,N,1,B,2,-0.68581
C_ID_6b8caeecbc,4/8/2018 8:28,107,N,1,B,2,-0.70934152
C_ID_6b8caeecbc,4/28/2018 19:06,283,N,1,B,2,-0.72737333
C_ID_6b8caeecbc,3/13/2018 13:05,231,N,1,B,1,-0.67407429
C_ID_6b8caeecbc,4/28/2018 15:50,283,N,1,B,2,-0.73789189
C_ID_6b8caeecbc,4/7/2018 22:52,28,N,1,B,2,-0.70934152
C_ID_6b8caeecbc,3/17/2018 20:39,340,N,1,B,1,-0.70934152
C_ID_6b8caeecbc,4/15/2018 18:28,-1,Y,,B,2,-0.74540514
C_ID_6b8caeecbc,3/3/2018 21:52,274,N,1,B,1,-0.62444172
C_ID_6b8caeecbc,3/7/2018 21:44,69,N,1,B,1,-0.37648925
C_ID_6b8caeecbc,4/4/2018 13:38,231,N,1,B,2,-0.59664268
C_ID_6b8caeecbc,3/31/2018 10:58,274,N,1,B,1,-0.62205251
C_ID_c0e5bea5e3,3/31/2018 8:31,88,N,1,A,1,-0.71685477
C_ID_c0e5bea5e3,3/27/2018 17:52,100,N,1,A,1,-0.69045319
C_ID_c0e5bea5e3,3/30/2018 5:02,-1,N,,A,1,-0.74067179
C_ID_c0e5bea5e3,4/4/2018 16:12,100,N,1,A,2,-0.67177524
C_ID_c0e5bea5e3,3/29/2018 17:02,60,N,1,A,1,-0.67177524
C_ID_c0e5bea5e3,3/29/2018 16:15,60,N,1,A,1,-0.72816974
C_ID_c0e5bea5e3,3/29/2018 7:25,-1,N,,A,1,-0.52000747
C_ID_c0e5bea5e3,4/17/2018 12:11,100,N,1,A,2,-0.70396202
C_ID_c0e5bea5e3,4/3/2018 14:12,69,N,1,A,2,-0.70182826
C_ID_61ad67c5f7,8/3/2017 11:51,137,N,3,B,2,-0.62113589
C_ID_61ad67c5f7,8/30/2017 20:14,137,N,3,B,2,-0.73819242
C_ID_61ad67c5f7,7/27/2017 17:59,137,N,3,C,1,-0.28859919
C_ID_61ad67c5f7,7/13/2017 9:15,137,N,3,B,1,-0.67177524
C_ID_61ad67c5f7,7/29/2017 15:39,137,N,3,C,1,-0.52827205
C_ID_61ad67c5f7,7/13/2017 12:10,137,N,3,B,1,-0.71535212
C_ID_61ad67c5f7,7/6/2017 14:25,138,N,1,B,1,-0.59814533
C_ID_61ad67c5f7,8/4/2017 21:19,137,N,3,B,2,-0.71475106
C_ID_61ad67c5f7,7/28/2017 16:35,137,N,3,B,1,-0.68574989
C_ID_61ad67c5f7,8/27/2017 8:35,137,N,3,B,2,-0.65073812
C_ID_61ad67c5f7,7/15/2017 20:34,137,N,3,B,1,-0.71685477
C_ID_61ad67c5f7,7/16/2017 19:22,87,N,3,B,1,-0.67177524
C_ID_61ad67c5f7,7/8/2017 11:09,333,N,1,B,1,-0.57620662
C_ID_61ad67c5f7,7/3/2017 13:43,333,N,1,B,1,-0.50752044
C_ID_61ad67c5f7,8/30/2017 18:44,137,N,3,B,2,-0.59664268
C_ID_61ad67c5f7,7/8/2017 11:21,333,N,1,B,1,-0.59664268
C_ID_61ad67c5f7,7/1/2017 12:49,137,N,3,B,1,-0.58313384
C_ID_61ad67c5f7,7/15/2017 20:46,137,N,3,B,1,-0.72031087
C_ID_61ad67c5f7,8/9/2017 15:02,137,N,3,B,2,-0.64923547
C_ID_61ad67c5f7,7/29/2017 15:12,137,N,3,B,1,-0.4487818
C_ID_61ad67c5f7,8/3/2017 15:22,137,N,3,B,2,-0.71986007
C_ID_61ad67c5f7,7/15/2017 12:48,137,N,3,B,1,-0.71685477
C_ID_61ad67c5f7,8/11/2017 15:58,147,N,3,B,2,-0.73593844
C_ID_61ad67c5f7,8/6/2017 13:52,137,N,3,B,2,-0.59664268
C_ID_61ad67c5f7,7/11/2017 16:06,137,N,3,B,1,-0.7201606
C_ID_61ad67c5f7,8/2/2017 16:37,137,N,3,C,2,-0.62106076
C_ID_61ad67c5f7,7/27/2017 16:27,137,N,3,B,1,-0.71986007
C_ID_61ad67c5f7,8/19/2017 10:26,137,N,3,B,2,-0.69281235
C_ID_61ad67c5f7,7/18/2017 19:44,137,N,3,B,1,-0.72286538
C_ID_61ad67c5f7,7/21/2017 20:37,137,N,3,B,1,-0.71234682
C_ID_61ad67c5f7,7/13/2017 16:06,137,N,3,B,1,-0.61933271
C_ID_61ad67c5f7,7/5/2017 16:52,20,N,3,B,1,-0.42482954
C_ID_61ad67c5f7,7/3/2017 14:11,333,N,1,B,1,-0.53653663
C_ID_61ad67c5f7,7/15/2017 17:36,137,N,3,B,1,-0.63045233
C_ID_61ad67c5f7,7/22/2017 18:48,137,N,3,B,1,-0.67327789
C_ID_61ad67c5f7,8/7/2017 20:51,137,N,3,B,2,-0.70357134
C_ID_61ad67c5f7,7/13/2017 12:08,137,N,3,B,1,-0.66771808
C_ID_61ad67c5f7,7/20/2017 16:29,-1,Y,,B,1,-0.68657635
C_ID_61ad67c5f7,7/21/2017 15:58,137,N,3,B,1,-0.53653663
C_ID_61ad67c5f7,8/9/2017 19:43,137,N,3,B,2,-0.71415
C_ID_83a35c67e9,4/27/2018 18:13,160,N,5,A,2,-0.60740166
C_ID_83a35c67e9,4/28/2018 11:08,160,N,5,A,2,-0.71054364
C_ID_83a35c67e9,3/19/2018 17:29,314,N,1,A,1,-0.7176061
C_ID_83a35c67e9,3/14/2018 17:07,69,N,1,A,1,-0.7206114
C_ID_83a35c67e9,4/28/2018 13:47,160,N,5,A,2,-0.73464616
C_ID_83a35c67e9,3/12/2018 19:08,19,N,1,A,1,-0.71625371
C_ID_83a35c67e9,4/28/2018 13:43,160,N,5,A,2,-0.73490161
C_ID_83a35c67e9,4/27/2018 10:28,69,N,1,A,2,-0.67177524
C_ID_83a35c67e9,4/28/2018 13:19,160,N,5,A,2,-0.71249708
C_ID_83a35c67e9,4/27/2018 22:11,268,N,5,A,2,-0.59296118
C_ID_83a35c67e9,3/9/2018 15:03,223,N,5,A,1,-0.71685477
C_ID_83a35c67e9,4/3/2018 11:11,69,N,1,A,2,-0.68710228
C_ID_83a35c67e9,4/27/2018 19:46,160,N,5,A,2,-0.6177399
C_ID_83a35c67e9,4/28/2018 18:09,160,N,5,A,2,-0.72286538
C_ID_83a35c67e9,3/12/2018 10:22,140,N,1,A,1,-0.71296291
C_ID_83a35c67e9,4/29/2018 13:23,160,N,5,A,2,-0.71527699
C_ID_6af73edb07,2/10/2018 12:28,19,N,1,A,1,-0.61632741
C_ID_6af73edb07,2/10/2018 16:14,327,N,1,A,1,-0.68680175
C_ID_6af73edb07,2/5/2018 16:48,314,N,1,A,1,-0.56468129
C_ID_6af73edb07,2/24/2018 9:15,19,N,1,A,1,-0.10377309
C_ID_6af73edb07,2/25/2018 13:13,149,N,1,A,1,-0.5849821
C_ID_6af73edb07,3/1/2018 4:31,314,N,1,A,2,-0.73864321
C_ID_6af73edb07,2/10/2018 6:14,19,N,1,A,1,-0.70182826
C_ID_6af73edb07,2/15/2018 10:41,327,N,1,A,1,-0.67177524
C_ID_6af73edb07,3/1/2018 13:13,13,N,1,A,2,-0.61955811
C_ID_6af73edb07,2/1/2018 14:43,19,N,1,A,1,-0.64773282
C_ID_6af73edb07,2/25/2018 19:53,19,N,1,A,1,-0.67177524
C_ID_ec7f7416c1,3/1/2018 15:07,171,N,5,B,2,-0.67177524
C_ID_ec7f7416c1,3/14/2018 21:14,17,N,4,B,2,-0.63240578
C_ID_ec7f7416c1,2/21/2018 14:35,160,N,5,B,1,-0.69882296
C_ID_ec7f7416c1,2/18/2018 11:56,158,N,1,B,1,-0.61196972
C_ID_ec7f7416c1,2/24/2018 14:15,333,N,5,B,1,-0.68094141
C_ID_ec7f7416c1,2/24/2018 11:30,333,N,5,B,1,-0.64322486
C_ID_ec7f7416c1,2/20/2018 21:12,160,N,5,B,1,-0.66922073
C_ID_ec7f7416c1,3/25/2018 13:09,17,N,4,B,2,-0.67942373
C_ID_ec7f7416c1,2/23/2018 12:27,160,N,5,B,1,-0.65765032
C_ID_ec7f7416c1,2/22/2018 1:35,160,N,5,B,1,-0.59964798
C_ID_ec7f7416c1,2/18/2018 17:52,17,N,4,A,1,-0.73338393
C_ID_ec7f7416c1,2/26/2018 11:54,333,N,5,B,1,-0.63270631
C_ID_ec7f7416c1,2/26/2018 22:32,333,N,5,B,1,-0.61219512
C_ID_ec7f7416c1,2/25/2018 20:49,333,N,5,B,1,-0.73413526
C_ID_ec7f7416c1,2/24/2018 21:05,333,N,5,B,1,-0.68980705
C_ID_ec7f7416c1,2/19/2018 16:01,-1,Y,,C,1,0.08798023
C_ID_ec7f7416c1,2/25/2018 20:45,160,N,5,B,1,-0.68905572
C_ID_ec7f7416c1,2/10/2018 15:16,17,N,4,B,1,-0.66810877
C_ID_ec7f7416c1,3/4/2018 18:02,17,N,4,B,2,-0.68680175
C_ID_ec7f7416c1,3/6/2018 21:55,17,N,4,B,2,-0.67583239
C_ID_ec7f7416c1,3/21/2018 21:06,17,N,4,A,2,-0.67177524
C_ID_ec7f7416c1,3/8/2018 13:36,17,N,4,B,2,-0.66283446
C_ID_ec7f7416c1,2/8/2018 18:43,17,N,4,B,1,-0.64175227
C_ID_ec7f7416c1,2/9/2018 20:39,17,N,4,B,1,-0.68680175
C_ID_ec7f7416c1,3/5/2018 23:23,-1,Y,,C,2,0.15303
C_ID_ec7f7416c1,2/1/2018 16:58,69,N,1,B,1,-0.72686243
C_ID_ec7f7416c1,3/24/2018 0:58,17,N,4,B,2,-0.71084417
C_ID_ec7f7416c1,2/19/2018 23:01,17,N,4,A,1,-0.73939454
C_ID_ec7f7416c1,2/22/2018 20:51,160,N,5,B,1,-0.72436803
C_ID_ec7f7416c1,3/10/2018 0:39,17,N,4,B,2,-0.53456816
C_ID_ec7f7416c1,3/26/2018 11:42,17,N,4,B,2,-0.44637756
C_ID_ec7f7416c1,2/9/2018 16:01,17,N,4,B,1,-0.63049741
C_ID_ec7f7416c1,3/18/2018 19:29,314,N,1,B,2,-0.69025785
C_ID_a120d34189,8/12/2017 19:51,87,N,3,A,2,-0.68681677
C_ID_a120d34189,8/12/2017 12:01,143,N,5,A,2,-0.33509121
C_ID_a120d34189,8/29/2017 14:34,87,N,3,A,2,-0.14584732
C_ID_a120d34189,8/5/2017 20:28,87,N,3,A,2,0.29699901
C_ID_a120d34189,8/12/2017 19:37,87,N,3,A,2,-0.58311882
C_ID_a120d34189,8/8/2017 10:00,87,N,3,A,2,-0.67177524
C_ID_a120d34189,7/6/2017 19:09,87,N,3,A,1,-0.72001034
C_ID_a120d34189,7/1/2017 19:39,87,N,3,A,1,-0.60821309
C_ID_a120d34189,7/10/2017 19:06,87,N,3,A,1,-0.42534044
C_ID_a120d34189,7/30/2017 13:41,87,N,3,A,1,-0.44772995
C_ID_a120d34189,7/21/2017 19:56,87,N,3,A,1,-0.53368159
C_ID_a120d34189,7/10/2017 20:06,87,N,3,A,1,-0.73638924
C_ID_a120d34189,8/5/2017 10:37,87,N,3,A,2,-0.73939454
C_ID_a120d34189,7/6/2017 18:54,87,N,3,A,1,0.16129458
C_ID_a120d34189,7/21/2017 20:00,87,N,3,A,1,-0.62639517
C_ID_a120d34189,8/12/2017 19:14,87,N,3,A,2,-0.47552899
C_ID_c5bf64ecbd,3/29/2018 18:52,297,N,1,B,1,-0.70182826
C_ID_c5bf64ecbd,3/22/2018 9:52,19,N,1,B,1,-0.56749124
C_ID_c5bf64ecbd,3/10/2018 8:12,19,N,1,,1,2.10812945
C_ID_c5bf64ecbd,4/11/2018 14:24,19,N,1,B,2,-0.51892556
C_ID_c5bf64ecbd,3/5/2018 15:55,149,N,1,B,1,-0.67478054
C_ID_c5bf64ecbd,3/27/2018 7:23,19,N,1,B,1,-0.61464444
C_ID_c5bf64ecbd,3/20/2018 9:04,19,N,1,C,1,-0.41632454
C_ID_c5bf64ecbd,3/16/2018 12:48,69,N,1,C,1,-0.37875826
C_ID_c5bf64ecbd,3/25/2018 18:15,-1,Y,,B,1,-0.71264735
C_ID_c5bf64ecbd,4/17/2018 18:47,297,N,1,B,2,-0.69915354
C_ID_c5bf64ecbd,4/23/2018 9:48,149,N,1,C,2,0.45115599
C_ID_c5bf64ecbd,4/13/2018 12:48,314,N,1,,2,-0.59536542
C_ID_c5bf64ecbd,4/17/2018 10:31,19,N,1,C,2,-0.47658085
C_ID_c5bf64ecbd,4/18/2018 14:31,-1,Y,,C,2,-0.41037404
C_ID_c5bf64ecbd,4/5/2018 11:19,19,N,1,C,2,-0.6266957
C_ID_c5bf64ecbd,3/6/2018 13:45,149,N,1,C,1,-0.53683716
C_ID_3ab838c7d8,4/6/2018 17:39,-1,N,,A,2,-0.68905572
C_ID_3ab838c7d8,3/23/2018 21:19,-1,N,,A,1,-0.67177524
C_ID_3ab838c7d8,3/12/2018 21:55,-1,N,,A,1,-0.69324812
C_ID_3ab838c7d8,3/27/2018 21:29,-1,N,,A,1,-0.73149059
C_ID_3ab838c7d8,3/14/2018 19:43,57,N,5,A,1,-0.68496851
C_ID_3ab838c7d8,4/3/2018 15:45,57,N,5,A,2,-0.46771521
C_ID_3ab838c7d8,4/12/2018 11:14,25,N,3,A,2,-0.73415029
C_ID_3ab838c7d8,3/21/2018 6:50,-1,N,,A,1,-0.71685477
C_ID_3ab838c7d8,4/30/2018 12:09,17,N,4,A,2,-0.70633621
C_ID_3ab838c7d8,4/1/2018 7:22,57,N,5,A,2,-0.67177524
C_ID_3ab838c7d8,3/11/2018 7:15,57,N,5,A,1,-0.7320616
C_ID_3ab838c7d8,4/4/2018 8:14,57,N,5,A,2,-0.57476408
C_ID_3ab838c7d8,4/3/2018 16:00,57,N,5,A,2,-0.58161617
C_ID_3ab838c7d8,4/5/2018 10:15,-1,N,,A,2,-0.58311882
C_ID_3ab838c7d8,3/11/2018 13:45,57,N,5,A,1,-0.72587068
C_ID_3ab838c7d8,3/14/2018 16:39,-1,N,,A,1,-0.68304512
C_ID_3ab838c7d8,3/23/2018 19:31,-1,N,,A,1,-0.67434477
C_ID_3ab838c7d8,3/7/2018 14:15,57,N,5,A,1,-0.67177524
C_ID_3ab838c7d8,4/4/2018 6:41,57,N,5,A,2,-0.52151012
C_ID_3ab838c7d8,3/23/2018 22:06,69,N,1,A,1,-0.72136273
C_ID_3ab838c7d8,3/15/2018 12:40,-1,N,,A,1,-0.66579468
C_ID_3ab838c7d8,4/6/2018 12:36,-1,N,,A,2,-0.72932678
C_ID_3ab838c7d8,3/7/2018 9:26,57,N,5,A,1,-0.70348118
