review,rating
I got a defective piece but the Flipkart services were  supportive enough to  replace of my product with other good pieces.....now nice sound quality Bluetooth connectivity are good. I bought it for 999/-  and it's amazing to get this in such a budget.READ MORE,4
"Bass is really good. Sound cancellation works perfectly but it is not a the peak, but perfect according to it's price. The battery backup is just awesome. I really liked the headphonesREAD MORE",4
"such a good product, with that affordable price it's v v good... specially the sound is very good & it's very cool & superb structure...the bass is too good...& with battery with 6-7 hours battery life is 😍👌👌..simply rating 4/5👍READ MORE",5
after 2 weeks of use I would say that the battery backup is pretty good lasts uptown 6 hrs and bass is extremely good and when coming to bluetooth I am not able to pause the songs when connected to my lap using the button in the headset. Other than that I would rate the headphones 8.5 of 10READ MORE,5
This headphone is good with bluetooth but when we plug oax than sound cant create properly and oax shokit also not pluged properly n rest all things are goodREAD MORE,5
"Wonderful headphone. Great bass, clear sound awesome sound than other headphones. Great quality. Must buy.....READ MORE",4
Design should be more good. They should really work on the design. Overall a good quality headphone. The price is also quite good as compared to other headphones. Liked the product except the designREAD MORE,4
"i am going to divide this review in two parts.. pros and cons...pros:1. sound and bass is amazing. you won't be disappointed. promise 🤙2. battery backup is also on point. as promised by company, it does run for 7-8 hours. no problem with that. kudos to boat👍3. lightweight design4. looks really cool when you wear it in public or travelling. cons:1. it does get uncomfortable after some time though. 2. if you are person wearing spectacles, the region behind your ears will get hurt ini...READ MORE",4
Headphone is amazing has good build quality and design but one thing I noticed as soon as I started using it that it's sound compared to jbl headphone is poor it is good but sound of jbl headphone are much better than this one..jbl headphone has very clear and amazing sound quality. Way better than this one.READ MORE,4
the boat rockerz 400 is one of the best headphones u would get for this price in the pictures it might look like a product of cheap material but it is made up of high quality material ...... it is extreamely light and portable and ofcourse the sound quality and the bass is just simply the best overall it's a great product.....READ MORE,5
spectacular amazing sound and the battery back up is wull never ditch in while watching movies it shows a signal in your phone an hour before draining superb headphone got it for 999 i luv to recommend the readers this one go giv it a tryREAD MORE,5
the headset is just amazing the sound quality is awesome and the it compatible and it's very handy  I recommend it to all my friends and customers who are a lover of music like me. I love it. Thank you so much Flipcart😍😍😍😊😊😚😚READ MORE,5
"Good product from boat. Little bit tight while wearing, but later u get use to it. Bass is awesome, battery backup is best. Best Bluetooth headphones at this price. I got it for Rs 999. I liked it very much.READ MORE",5
"very nice product , if we talk about sound, bass, design everything is good but the mic is not good. other person on the call is not able to get your voice clearly. you have to put your mobile close to your mouth when you are talking with some one. But sound, bass is too good...READ MORE",4
"1. The price of headphones was fluctuating based on search demand. The headphones was available at 2 different prices from 2 different sellers.2. The headphones is light and doesn’t feel heavy on head n ears.3. The sound & bass quality is very good.4. Connects to Bluetooth of iPhone instantly. The microphone works pretty well.5. The quality of power on/off, volume up/down could have been improved as it doesn’t come with good quality.6. I was listening to music over headphones and was try...READ MORE",4
"great product. sound quality is good. exatra bass is awsome. bit tight. but worth of money ( and don't forgot to like ,subscribe and press that bell icon to get notification of our latest video.)  (lol)READ MORE",5
awesome product by boat bass is also good look wise goodREAD MORE,5
Amazing sound with super bass..... beautiful product in very low price...noise free sound..READ MORE,5
excellent base and excellent sound quality....but build quality should be improved. overall if you are searching for a wireless headphone with good base then this is the perfect product for you. go for it..👍READ MORE,5
Superb bass... nice battery backup... bargain buy at this price.... Nice to have this..READ MORE,5
if you connect the headphones with bluetooth when they are going to create a problem of bass otherwise it's look is pretty nice and with aux connectivity it is better and I must say that I got a nice product in rupees 999 the size of the headphones is precisely small for adult and perfect for the teenagers its battery backup is pretty nice but it create a problem in the Bluetooth connectivity sometimesREAD MORE,3
"it's awesome , sound quality is superb ,bass is awesome ,build quality is very good.battery backup is superb .READ MORE",5
"good sound ,reasonable battery backup ,only issue on feeling pain on ear due to its on the ear headphone..if it a over the ear then it is excellent product...good connecting speed , range 8 to 10 feet ..thats only small draw back...otherwise excellent and reasonable price..READ MORE",4
I am a big lover of boAt rockerz. I  just love it. nice quality. worth if money. should buy it.🔥❤️❤️❤️🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️READ MORE,5
best product for best price .. this product is suitable for those who prefer costly product at low costREAD MORE,5
outstanding product...dashing bass...your ears really vibrates with that bass..it's a worth buying at 999 good bass and fitting is good for me..some say sweat and tight..but I felt it was good fitting..good colorREAD MORE,5
Those who said it is tight I would say that they rather may don't know that it is adjustable and highly compatible for any age and size. I just simply fell in love with my new boAt Rokerz 400. I wish I had enough time to post some pictures but I am totally running out of time.READ MORE,4
"Best headphone in this range, even better than jbl and sony extraa base( i have that also).. Thanks to my gf for giving me such a nice gift.READ MORE",5
Amazing sound and Build Quality. Bass is above my expectation. Too Attractive. thanks for 3.5mm jack aux. Adjustable and perfect fit for each member in my small family. Slightly heavy{can be ignored}. Overall VALUE FOR MONEY.looks like a Dedicated product by Boat.READ MORE,5
"The sound quality of this headphone is quite impressive but the design is not so good, it is not comfortable for my head and ears, after using one or two hours it may give you a headache, but I bought this product in just 999, so at this amount you can't find better product than it...overall the product is good and i'm happy with it..READ MORE",5
Too cool bro! A must buy product. Boat rockerz 400 had rocked on! Too cool bass and a great sound. It worths your buy. Better than JBL.READ MORE,5
good product in this price range and bass could be a little bit higher apart from that the product is really good and recommend for people who want a good sound quality in this price  range of Bluetooth headsetREAD MORE,5
good looks and sound quality but not comfortable when it's on you for more than 10 mins.. everything else is just fineREAD MORE,4
First of all my dad won't trust online shopping .......... for the first time he trusted on Flipkart thank you for ur delivery.....and regarding the headphones they really rocks especially for the bass lovers excellent quality worthy product everyone should have it who loves quality soundREAD MORE,5
"i got this headphone in just 999 in sell, value for money product, one thing is better and it is aux facility, you can use this headphone without bettery as a wired headphone. all and all good product. bass is good but you have to set equilizer in your mobile. sound quality is depand on your mobile also,you can take chance if you want to go Bluetooth headphones in under 1000 rupees.bass - 5/5battery - 5/5 ( for one week)calling - 3/5performance -5/5due to sound system, battery backup, ba...READ MORE",5
"Reviewing after 5 days of use.I used this earlier as my friend is having same. This is worth buying in 999/- only. Excellent sound, excellent Bass, excellent build quality.READ MORE",5
I love it ....so so so nice product ...... and also the delivery boy also so good person ....... lovely product 😘😘😘😘READ MORE,5
best headphones of my life its so good its sound quality is so good and bass is so rareREAD MORE,5
Just received the Boat Rockerz 400....an excellent product at the price because the quality of sound and bass are excellent. The build of the product is also super good given that it is quite flexible and can adjust to any size of the head plus it's foldable too... A must order at this priceREAD MORE,5
pros...sound quality awesome 👍            super bass 💨            nicely designed 🎧            good battery back-up🔋cons...very tight on ears👂             mic is not responsive🎙️READ MORE,5
Got it for 999 worth of itGood battery life Good sound and bass I bought this as the third product of boatI really love boatREAD MORE,5
"Great with Bluetooth and good with the AUX cable. So light weight, if wore for more than an hour, ear starts little itching and hurting. But gets better with time. Totally worth it if you bought under 1000...READ MORE",5
"overall sound quality is good and the bass is awesome, it's quiet worth of money but boat could make some more flexible material cause after 10 mins of is its a bit pain for ears and our ears start to sweat...READ MORE",4
Sound Quality is very awesome its strong and light weight and built Quality is also good and looks very nice and sober..I found bass little lesser than i was thinking although its a nice Bluetooth in this range i bought it in 999/- i was using Boat 510 also but this one is much more easy usable than that..READ MORE,5
"the bass is exceptionally good but the balance between bass,tremble and vocals are not upto the mark.I mean you'll love it but its not pleasent if you hear for a an hour,unlike some Sennheiser ones.But if you consider the price(in my case which is 999) its the best bluetooth headset option you can have.READ MORE",4
this is an awesome product at this price. i bought it on january and its may by now and its an still in condition eith no faults. if u r a bgm lover go for this one. but if u r a gamer i wont support it. thnx flipkart💓READ MORE,5
almost everything is good and highly just like that jbl but its still very nice and very extream product and cheapest price long life battery performance superb bass and low light weightREAD MORE,5
"Talking about the looks, its pretty cool yet general. The bass is best in this price. Only one issue, when you use it while calling someone, the voice is usually not clear. Even the person on the other side rarely hears my voice..READ MORE",4
for desgin i've given 3 as i can feel its hardness on my ears. otherwise sound quality is awesome. I really feel that vibration of  super extra bass. sound is cool. If your looking for comfort then you should go for other one. But if you are looking for Sound and Bass then this is the best product in worth price. Thanks FlipkartREAD MORE,4
Nice product perfect durability impressive nice work boAtREAD MORE,5
Super awesome product and Super awesome delivery by flipkart within 12 hours ☺ I ordered it on 12 AM and got it at 12 PM same day.READ MORE,5
Yeah it's a good Piece I like itIt have a good soundAnd nice bass alsoBattery life is also longNice....READ MORE,5
"Comfy,compact stylish cool, clear n beautiful bass with balanced treble. Best headphone in this price segment.  dont want to say much things just give it a try. ...READ MORE",5
Nice sound quality and awesome bass ..bt the mic is not seemed satisfactory to me ...bt moreover it's a grt product... ❤️READ MORE,5
"Battery life is good, they should've worked on build quality a bit more but all over a good bluetooth headphone, i recommend you guys. A money worth productREAD MORE",4
it is really good product ?. the best thing in this headphones is it's bass quleality.overall this product is best in this prise rangeREAD MORE,5
"This headphone is so pretty in look, amazing bass quality, a very good battery life, everything is worth it in this price..simply awesome product.READ MORE",5
"This headphone is good to listen music, but it is not good for calls, call quality is very poor, call receiver can't able to get our voice clearly when making calls through this headphone.READ MORE",4
very good product amazing sounds good quality and fast Bluetooth connect phone 👍READ MORE,5
awesome headphones worth for it .its bass is superb .treble is good.i got it for rs.1199.i recommend this headphone.READ MORE,5
superb product i am so happy  Good bass & Good sound Baterry backup okREAD MORE,4
Great sound. Worth for money. Good build quality. Buttons are soft and handy. Good product.READ MORE,5
Just great Headphones at this price. I would say just go for it becoz it has great bass and sound quality is also good. But the buttons won't work while plugged is my only con.READ MORE,5
"I tried Intex Joggers, level 2 and few others however the quality and satisfaction I got with this model, I can't explain. this is simply superb. superb clarity in sound. rich bass. value for money. once you get it, you will start loving it from the very first day.READ MORE",5
After 1 year my review is : This headphone Bass and sound Is too good and Battery life is Too Good. boAt Improve this headphone Lock system after 1 year my head phone lock is broken and tottly good but improve a lock systemREAD MORE,5
"The product was so good, worth for the money, the bass was excellent, very efficient, light weight, sleek design and good range of connectivity. But a lil dissaponitment is tat the  ear cushions are not tat soft.READ MORE",5
A very descent produ8for its price and I must add that the aux cable is really thoughtful and innovative and works fine as well.READ MORE,4
the product is really good like every thing  built quality And sound..everything is good but I think it need more some bass.. if the laptop users wants to take then they can take blindly if cause it's has lot of different with high bass and quality I love this productREAD MORE,5
nice product nice sound nice audio and nice delivery by Flipkart thank youREAD MORE,5
amazing sound Quality and the  Bass is so Amazing like crystal clear soundREAD MORE,5
"sound quality is good to super,,,,,cost is not comfertable but all thinks is good ,,,,,,i love it, and i am always happy with flipkart ,,thnx flipkart i love your quality ,,,READ MORE",5
Everything is perfect except it's design..  The way it is built provides a good noise cancellation but it is way too tight so when you use for more than an hour your ear starts feeling an ache..  It's the only thing needs to be improved otherwise I've been using these since 5 months and I dont have any other complaint yet..  Overall I am really happy with the product..READ MORE,5
"This one is best at that price of 1400/- , call quality is also very good , Bluetooth connection also very nice. I liked it very much.READ MORE",5
"Over all the product is very good,I loved it bass,but the blue one is not comfortable the better choice is to select black and red oneREAD MORE",5
"I got this for 999rs and its very awesome in this range. Its worth every penny. Good bass, on high volume the song is audible outside headphones. It's very itchy and sweaty during summer. The outer material which covers ear is not that good. The build quality is good and you can adjust accordingly by pushing the buds up down.READ MORE",5
"okk i have been using these for almost 5 months now and here is my review for these headphones :-                 Superb sound quality, Bass is osm, minimal design, a little tight for sometime but adjusts after a week or so..,minimal controler keys, soft cushions,nice battery backup,decent charging  speed, i didnt find the mic that good but overall its a beast in this proce rangeREAD MORE",4
even though it is little tight on your head it provide super bass and clarity . very good backup. over all fabulous productREAD MORE,5
I am writing this review after 1 week of usage.The product is good for first time users. Sounds is good and built quality is okay. If you are thinking to play PUBG then you won't be able to play. The Bluetooth lags while playing. You can play the game using aux cable. I bought for 1500.The headphones are tight and need to be adjusted after every 20 to 30 mins. At last it is good for normal usage.READ MORE,4
"Nice headphones in budget. The sound quality and bass is superb and is design is also very impressive. But the only thing which should be noted down that these headphones are really fit on ears. When you hear songs for half and hour, you feel pain in your ear. Because of that pain, mood goes off. This thing should be fixed. After all, these headphones are good 🎧🎧👍READ MORE",4
good headphones at this range...must buy product....use a phone with good audio output to get best results...just loved itREAD MORE,5
"The product comes with a wireless headset, a USB cable for charging, and also standard two end male pins in case you want to go wired.Instruction notebook is clear and on point. The product is good I have been using it for a couple of days and until now it has worked well. The bass is the best, you can literally feel it.  Bluetooth pairing is seamless for android but for windows, you may encounter a problem if you are using windows 8.1. The range from mobile to headset is good but the range...READ MORE",4
whooo .. a good one with a sleeky design over the head which you can connect via Bluetooth and a aux cable.. calls can be connected when you connect via aux cable (with low voice) this can be improved.. overall it's a good one and the battery lasts for more than 5 hours if you charge it for 2 hours.READ MORE,5
NICE PRODUCTS AT NICE PRICES....FAST DELIVERY BY FLIPKART.. AWESOME SOUND QUALITY. AWESOME BASS...A MUST BUY PRODUCT..IF U LIKE MY REVIEW THEN HIT A LIKE..READ MORE,5
sound quality good and bass quality good when play via bluetooth. But sound and deep bass quality excellent when play via 3.5mm audio jack....READ MORE,4
"The product is wonderful. The red black colour gives a classy look to it. The sound,clarity and bass are worth 5 star rating. It is very comfortable and the in built controls are very nice. Mic is okay okay worth 3.5 stars.READ MORE",4
"okay only the sound quality is good how ever you cannot keep the headphones more than an hour your ears will start paining and calls are not clear the other person on the phone cannot hear you,  you have to drag the headset and speak if you are looking for headset only to listen songs then this can b good for only an hour but i would better suggest to take something elseREAD MORE",2
"very good product at these budget...Bluetooth connectivity is very well and sound quality is too.battery backup is extreme.if you are thinking to buy a budget headphones with better sound, built quality or good battery backup than boat roakers 400 is best option for youworth of money..READ MORE",5
this is best bluetoorh headphone in under rs1500 sound quality is good battery is around 7 8 song is sharp this value for money productREAD MORE,5
its worth for 1400 RS its nicely build n bass is good n sound quality is nice.but it's little tight for earsREAD MORE,4
"Amazing Product....Excellent Battery Life... Super Cool Looks...The biggest advantage is the presence of Headphone Jack... Even if the device is out of battery, you can still use the wired mode... No other headphones support this feature at this price range...Mic is average... Not the best I have used but works fine...READ MORE",5
"it's a good product. Nice sound, nice looking, good sound.. everything is in your control...but some time during talking it does not work properly..overall it's a good product in this price rangeREAD MORE",5
awesome product it's very handy and good for gym purpose  if you guys prefer cheap one I got this one at the price of  RS 1199READ MORE,5
"Good build quality. Easy to use. It has got deep bass. Sound quality is good. Battery backup is good initially. At this price it's a win win for buyers. After few minutes of usage ears start hurting, it's bit tighter for ears.READ MORE",4
Best product and nice base  powerful battery backup like itREAD MORE,5
Good quality at this rate of 1200. if I chooses other top brands I would've spent 3000 to 4000. Thanks flipkart and boat brand for making it in reasonable price. just go for it and enjoy cool musicREAD MORE,5
Best bluetooth headset and beautiful design good powerful bass well in budgets and confertable in ear...READ MORE,5
Works best with the good sound engine.. Don't expect much from low configuration mobiles.. But worth the cost..READ MORE,4
"Very tight on head & ear bcoz the cushion is made with pure leather but it's fit as longer usage but at the starting tine it is very tight,sound is good nd the bass is also better i m used Boat basshead 235 V2 earphones before buying of it but both product of boat is very good nd also i hear BoAt Nirvana UNO earphoneREAD MORE",5
"Headphone ear cup pads are not that much comfortable. It is made of fine quality. Ears starts to sweat and pain when used for longer period of time. Other issue, microphone doesn't work when connected to bluetooth, for that you need to disconnect it first and then plug wire to use it(mic) like when you are receiving calls which is really disturbing! Best alternative to this is Moto Pulse which I have used, most of the things between both are of same quality but Moto is more comfortable.READ MORE",3
very nice headphone in this price segment worth every penny you cant get something better than this in this price segment. I bought it for RS 999READ MORE,5
"Amazing Sound, especially Bass is really good. U can feel the vibrations while playing HD sound. It's superb, Microphone also works fine but it seems U r talking in a big hall to other person.Battery Back Up is awesome.. fit for 7 to 8 hours after full charge.. it's really good in this price segment.READ MORE",5
It's  Nice and it is support on any phone and its Bluetooth also excellent I am satisfied with boAt😕👌😌😀😀READ MORE,5
Awesome product. I have been using this proIt gives more than 8-10 hours of battery backup.  Guys if you want to buy this product then go ahead and buy this. I'll recommend to everyone. Best in the market.READ MORE,4
product is very good but the price fluctuation is demoralize me because I purchase this product more amount as today sound quality is very good but when I make call from this then the mic is very sensitive that work only in in closed room or in any vehicle not outside product is awesome BindassREAD MORE,4
"Flipkart is doing an amazing job, I was getting this product in 2700 in outlet stores but here the same model I got in just 1400.... awesome discount on flipkart and obvious;y the sound quality of this headphone is just amazing... BASS quality is also awesome and lastly flipkart delivery, outstanding service...... The only thing I did not like in this product that, its too tight on the ears...READ MORE",5
Better sound quality.. battery backup quality was good.. and feeling good when listen any bass type song.. amazing experience.. love itREAD MORE,5
"superb product . I love boat brand , company and there products . thanks Flipkart for again giving best quality product .READ MORE",5
good working and sound quality is also good ...I like this headphones ...😘😘 thank u so much filpkart ☺READ MORE,5
Very nice and wonderful product . super powerful bassREAD MORE,5
"Boat Rockerz 400. This is awesome Headphone on this price i bought this 1499, 1 headphone 1 audio cable & 1 USB cable to charge. Good sound quality, Good Bass, and Good design. i love this. this is not over ear so it's a problem that I'm facing.READ MORE",5
best purchase  ➡️you can buy this product for it's battery life time ➡️it's sound quality is good but not. best ➡️you can try black because after 10 days use the blue is getting dirty.➡️if you have big ears 👂 it's little bit uncomfortable➡️it's bass is nice ➡️ it's not completely collapseabelhit a like....READ MORE,4
"too good in it's performance , sound quality is really amazing but the design and comfort level of the  headphone is not up to the mark  .READ MORE",4
"I am using the Boat rockerz 400 for the past one year, it is very good. The audible is excellent while watching movings moreover while traveling it is excellentREAD MORE",5
"Super sound and excellent clarity in both terms of bass and treble..In this price range, nothing can be better than this.READ MORE",5
"awesome bass , awesome clear sound,  awesome backup,  awesome design, awesome prouctREAD MORE",5
sometimes it takes too much time to connect and even build quality is not that good can't get enough of it though good product in matter of bass and game sounds...READ MORE,4
this is good product  but improve the plastic body . sound quality is also super bestREAD MORE,5
Got this Headset yesterday. The sound and bass quality are quite good but the design is not so. My ears started paining after half an hour. The ear coverage area is small and round unlike other headsets which are oval or ear shaped.Bluetooth range is decent.Battery backup is also good.I rate this product as good just due to the ear coverage design.READ MORE,4
Sound is good in aux mode but okay in Bluetooth mode. Good bass and treble. Overall good but it's been better if it has memory card optionREAD MORE,4
Great Headphones RICH BASS🔊🔊 EXCELLENT SOUND QUALITY 🔊🔊 Fabulous Purchase.... Design is AWESOME.... Thank you Flipkart 🙏🏻READ MORE,5
"Super quality.!!  Best headphone recommended to music lover & dj lover clear voice pure bass even u can feel the bass in low volume,Perfect fitting to ears and battery backup superb after 4hrs use still 70% remaining.READ MORE",5
"i am using this product since 4 month, now i can say it is excellent product, amazing music feeling , top quality, , value for money.. buy it all music lovers..and enjoy super sound qualityREAD MORE",5
"It is good for music, bass is also good and battery backup is very good but it v.poor for call.READ MORE",4
Bass is good product quality is also good . If you need a good handphone in budget then this product is so good.READ MORE,4
Best headphones in this price range wow bass is super good and noise cancellation is perfect.Loved it in every way.READ MORE,5
Excellent.... And worth of product and very good performance.... Nice i likedREAD MORE,4
It's a good product and nice delivered.good for music.. but It's can't work perfectly call...suppose u calling your friend for talking..then you can hear but he can't hear you...yes u can't return this product.U can only replace same product...and again the product same problem... I am tired for this productREAD MORE,4
"sound quality and bass are really good. price is a bit high, i got it for Rs1400. had it been for Rs1000-1200, would have been the best product in the range. hurts ears a little, but after listening 4-5 days you will get used to it. i have watched 2 movies back to back, but my ears were fine when i got used to it. battery back up is really awesome. you can use it for like 7-8 hours after full charge.READ MORE",4
good product nice package but idont recommend this for pubg players coz while connected to bt the sound comes after firing 0.45 sec delay but when it is wired its amazing .for hearing songs its just cool high bass.READ MORE,4
I did not expected as the best headset ever....i'm very happy with it....love u boatbut calling quality is very poor....otherwise it the best headset in the market which can compete with sony.READ MORE,5
"I'm very thankful for this product because following are the reasons -1) This is a two way headset so i'm not worried of discharging the headset, i can just plug the AUX cable and voila i'm listening to music again.2) Battery backup is also good so if fully charged i can play almost 2 hours (Maybe more) of pubg on Bluetooth mode.3) Item make is also of good quality material.4) Loved the powering on greeting and powering off pitching.5) I'm using Asus and headphone jack is in the bottom ...READ MORE",5
Packaging was good. As usual ontime delivery by Flipkart. Regarding the product it's best out there in the market for its price. The only Con is ears start to pain after an hour or so. The cushion on the earpods is good. The build quality is topnotch for the price point. It comes with 3.5mm audio jack as well. In case you run out of battery you can always rely on the conventional wire setup and continue your journey of listening to music :) Over all a great product for 1.4k.READ MORE,4
Pros  :- superb bass              clear and soothing sound over all              the best and the most preferred in this rangecons :- Couldn't Find In this rangeREAD MORE,5
Nice Sound Great quality bass also great. Prize are also low....I like it...light weight awesome design.....READ MORE,5
"first I was happy with the delivery,,,and the product is so good for the value...........and battery backup is awesome...... thank you flipkart for fastest delivery...READ MORE",5
"best product and best packaging.The sound quality of the boat rockerz 400 is awesome and it's base is too gud. I m very satisfied with the product,Thnx flipkart...READ MORE",5
"Pros:1. Clear sound quality2. Good build quality3. Mic works well in apps and video callsCons:1. Mic not work well in voice callsOverall:Good for playing games with voice action like PUBG and listening musics and video calling, not so good for voice callingREAD MORE",4
"Worth every rupees, Good clear sound quality and bass , it's a trustworthy product.READ MORE",5
"i buy this product After using Flipkart smartbuy wireless bluetooth headphone .But i am shocked When compared ...Bass I think If u bass lover Buy flipkart Headphones ,But it's overall good , Build quality Great , Battery backup Good 7 to 8 h,Aux cable in box.READ MORE",4
"i belive that in this range this is the best bluethoot headphone..bass awasome and i realy like this..sound good,bataty good all is good thanks flipcartREAD MORE",5
"The headphones have good sound quality on aux cable and thats where its merit ends. While listening to music on Bluetooth has a relatively okay sound quality, if you listen to podcasts,ebooks, interviews and your volume is low to medium the sound distortion is very high and sound quality is deplorable. I brought the headphones to listen to ebooks and Im very disappointed. Don't let the good reviews fool you, invest a little more money and buy better quality headphones. If your budget is tigh...READ MORE",3
The product is awesome for the price range. Sound quality was good and bass was not that well. The overall productbis good. It was well packed.READ MORE,4
"i bought these headphones from Flipkart sale of January for Rs. 999. Being a student, it was my first priority to buy headphones that are wireless and sounds decent. Boat headphones provided both of these features at an affordable price. After 1 month of usage, I am sharing my unbiased review of this product in the form of pros and cons.PROS:1. Great wireless headphones in affordable price range.2. Decent sound and similarly decent bass. not too high, not flat either.3. I saw some reviews...READ MORE",4
Amazing product and very comfortable to carry.Nice cancellation feature is amazing and bluetooth works seamlessly....READ MORE,5
"I have been using this from quite a time,  I am happy as I found these below, as this has pros and cons too.please note that my review are purely based on my own experience.Pros: a) Sound delivery is very much lag free.b)  External or over ear speaker makes u feel comfortable listing to mucis for longtime.c) Toggling between tracks works perfectly fine. (tried it on Google Play Musicand YouTube )d) Distance between cusion and external ear gives comfortable and accommodate sound as if s...READ MORE",4
super cool product awesome sound quality and build quality is very nice.I liked it. but the band is a little bit Weak.Anyways Nice Product. Bought it at 999only thanks to FlipkartREAD MORE,5
best headset under this segment usb and audio cable quality is very good excellent music quality. and it is worth to buy.READ MORE,5
superb excellent  boat rockerZ bass is so good and sound are coolREAD MORE,5
Got the genuine product and had all the inclusions as mentioned on the box. I ordered it initially at 1700 but the verg next day it was available for 1400 so you need to act smartly and keep a check on the price variancesREAD MORE,5
"The most amazing part of this headphone is battery backup, very comfortably sets on head and the sound quality is very amazing, for sound quality i can give it 5 stars.another best thing is its has a aux cable in the box as well,if your battery discharged then u can plug it and believe me quality will be the same.very good product for this range.Boat Rokerz 400 Rocks. ?READ MORE",5
Excellent product and fast delivery in two days. sound quality is much better and bass is extraordinary . I LOVE THIS HEAD PHONEREAD MORE,5
hi guys I m writing my views after using this headphone 10days.Now I feel full relax to have it it is very good quality headphone best bass and best head grip really its amazingREAD MORE,3
"sound quality and bass as well but the design is not for perfect fit and little bit air sound has great from the round design. If it as ellipse shaped headphone , the design also perfect. I can't tell the design is worsted, the design ok , the leather finishing also better. over all the headset is wonderful.READ MORE",5
Amazing product sound quality is superb and ultimate bass 👍❤ great built quality only drawback is the headset is not an adjustable one for people with big heads it may be very tight .. but overall great one 👍READ MORE,5
"Actually I was using this for last 1 month this was amazing.1.noise cancellation is very very very good because I was sitting near a bus engine and it's awesome2.Bass is very powerful and Very nice to hear. 3.Battery backup is very nice and iam using 2 days continuesly for one time charging it for 2hrs4.Some people were telling about that fitness problem but I didn't feel any pain in my ears it's pretty soft too5. Very very light, easy to carry and we can fold so that it's very compact i...READ MORE",5
"Great purchase for people looking for a budget headset, Great sound Great Bass specially, After putting it in, feel like sitting in Mercedes Benz!!! purchased in good deal , Thanks to FlipkartREAD MORE",5
sound quality is good and bass is enough in this price range but built quality and design is not so comfortable on the ear...but according to its price it's okREAD MORE,3
product is very good but the Bluetooth is not powerful sound quality is good bass quality is good overall this price range product is superbREAD MORE,5
"I am using this head phones from last 5 monthsThe battery back up is awesome and incredible it may last Upto 6 hrs of continuous usage and then also you need not to worry you can plug in aux jack to continue entertainment Build quality is good I have read on many comments that after usage of more than 2 hrs it’s hurt your ears and you feel like removing, but that’s not the case. You just need to adjust it and after using it for few days you will get to use it I will strongly recommend it ...READ MORE",5
Bought it for 999.Considering the price range it's a good headphone. but it get connection problm even just by 3-4 meters away from phone. Otherwise it's a good device. Base is good and battery backup is too good.READ MORE,4
after 4 months experience.. it still sounds like  same as New... still using .. great backup great sound.. ! 😉READ MORE,5
"Great headphones with great sound quality and tremendous base you can really feel the bass in your ears,the upper band quality is not so good but otherwise it's damn awesome.this is the best wireless headphones in price range of 1000-2000.Pros:1) Great bass I don't think any headphone within this price could beat this headphone.2) very clear sound3) very fast connectivity with Bluetooth (very easy too)4) Availability of playing songs through jack as well Bluetooth.5) Good backup of batt...READ MORE",5
Nice genuine product with high quality clear sound bass...Highly recommended for music lovers...it's bass is awesome like home theatreREAD MORE,5
flipkart delivery ..worst in small cities like .. bhopal or indore ... . customer supports .. worsted. . not .. helpful at all... worst experience .. ..only one thing is was ok.. and that is only ok... which is headset.READ MORE,3
range is not so good but sufficient for daily use..sound is good but bass is not not good ..overall 4 out of 5READ MORE,5
"Boat....u r great , what a sound I am very much happy with this headphone.really good one.thanks flipkart for early arrival.READ MORE",5
Amazing headphone.better sound quality. good Bass.simply its awesome.If u want brand go for sony or jbl.but if u want quality then must go for it.fitting is little issue. but if you want quality then u can ignore this issue.no other company will provide u this much of quality at this price range. A trust worthy product. and I want to thank team flipkart..they delivered it in one day😍😍😍READ MORE,5
"Bluetooth is not that much good, but according to its price i.e 1000 we can't expect more from it.built quality and design is superb and bass is best even if we compared it to other in higher range segments. battery life is 8-9 hrs of continuous use.it is the best bluetooth headphone in that price.READ MORE",4
super headphones with good bulid quality sound and super bass. It wil be best product for you with cheap price.READ MORE,5
recently purchased 22 jan 2019 this product of ₹ 999/-  by flipkart.. amazing surround sound quality n bass treble sharpness balance is excellent..for listening music this headphone is ultimate but mic is not good average work..given to 4 star 1 star cut for mic.. so pls improve mic facility in this product.. over all bout rockerz 400 is perfect for this Price range👌👌👌READ MORE,4
Delivery on time. Amazing audio quality. Good bass. Good design and soft materials used which will not harm your ears. Must buy for music lovers.READ MORE,5
"its didn't have good bass and also connectivity problem on road when you are on moving with vehicle., another one is not clear sound when you recieve call through listener can't hear your clear voice so its not fully usable for call . moc have no effect.READ MORE",4
"I bought in a flipkart sale at Rs999 and I must say it's worth at this price ,bass is pretty cool , sound quality is awesomeWorking perfectly.. Bass is superb..You might feel tight on ears...But after 2-3 days..Its perfect.READ MORE",5
"overall a good product, sound quality is good and battery backup excellent, but design could be better. could be more flexible. microphone is not good enough. you have to speak very loudly.READ MORE",3
good headphones. sound quality is good. love the bass. but problem is I can't use it more than 20-30 minutes... the headband is really really tight for my big head. earcups are small and doesn't cover whole ear. that's why it hurts.battery backup is decent and the most important thing which I love the most is you can plug aux cable into the headphone and use it like wired headphones whenever battery is dead.... that's really clever.READ MORE,5
nice good product ...bass is soooo powerful ...... good battery pickup and design...READ MORE,5
